ncand,n_far,is_top1,beats_far,pct_far,margin_far,displacement,d_assigned,L,locus_len,chance,pair
17,13,False,True,0.0,0.02606185199221575,184.0,0.02927748952659081,568,5008,0.07142857142857142,hg38_vs_bosTau9
10,5,False,True,0.0,0.007765766107133407,42.0,0.11292139419913508,208,1102,0.16666666666666666,hg38_vs_bosTau9
43,38,False,True,0.0,0.006279004484678469,77.0,0.03945725481114897,248,5435,0.02564102564102564,hg38_vs_bosTau9
98,93,False,True,0.0,0.009941452321951844,124.0,0.04268131198056754,168,8297,0.010638297872340425,hg38_vs_bosTau9
7,2,False,True,0.0,0.13263557302423806,105.0,0.030943321673116933,488,1719,0.3333333333333333,hg38_vs_bosTau9
6,2,False,True,0.0,0.02654214917830304,270.0,0.05453358514566822,848,2914,0.3333333333333333,hg38_vs_bosTau9
7,3,False,True,0.0,0.0071226542393859615,59.0,0.06997931644173622,288,1107,0.25,hg38_vs_bosTau9
6,2,False,True,0.0,0.033392065421663904,244.0,0.03657679827913971,568,1787,0.3333333333333333,hg38_vs_bosTau9
44,39,False,False,0.6153846153846154,-0.04053255720939571,3641.0,0.07822603994492128,528,11799,0.025,hg38_vs_bosTau9
4,1,True,True,0.0,0.07672360601497703,0.0,0.0643842302380518,688,1655,0.5,hg38_vs_bosTau9
9,4,False,False,0.25,-0.08056830700725275,391.0,0.16077198104393425,248,1119,0.2,hg38_vs_bosTau9
7,2,True,True,0.0,0.08336771897378156,0.0,0.010805254441190319,608,2158,0.3333333333333333,hg38_vs_bosTau9
8,3,True,True,0.0,0.10875515187484355,0.0,0.05336364430467608,288,1211,0.25,hg38_vs_bosTau9
17,12,False,False,0.08333333333333333,-0.004121025469898714,262.0,0.024096206570364112,288,2494,0.07692307692307693,hg38_vs_bosTau9
19,14,False,True,0.0,0.017066362764330885,57.0,0.04556384145226306,808,7891,0.06666666666666667,hg38_vs_bosTau9
13,8,False,False,0.5,-0.018432560930548604,80.0,0.07059464151341717,208,1353,0.1111111111111111,hg38_vs_bosTau9
14,9,False,False,0.5555555555555556,-0.018667190381065984,1360.0,0.07920599533482224,328,2400,0.1,hg38_vs_bosTau9
13,8,True,True,0.0,0.06297564496461308,0.0,0.025141928201299676,168,1143,0.1111111111111111,hg38_vs_bosTau9
6,1,False,True,0.0,0.12989960618302904,32.0,0.011096685848486512,488,1660,0.5,hg38_vs_bosTau9
23,18,False,False,0.1111111111111111,-0.02069095081846542,116.0,0.0769098313841984,168,2005,0.05263157894736842,hg38_vs_bosTau9
12,7,False,True,0.0,0.0082059286281667,88.0,0.08069220484578368,208,1334,0.125,hg38_vs_bosTau9
9,4,False,True,0.0,0.008277326887003778,273.0,0.028155878442649468,408,1973,0.2,hg38_vs_bosTau9
29,24,False,False,0.16666666666666666,-0.035268051895156444,81.0,0.0612013298338231,208,3081,0.04,hg38_vs_bosTau9
30,25,True,True,0.0,0.07109611608657154,0.0,0.03295491564402969,168,2522,0.038461538461538464,hg38_vs_bosTau9
16,11,False,False,0.2727272727272727,-0.056397036789524235,552.0,0.07579177683551008,448,3708,0.08333333333333333,hg38_vs_bosTau9
6,1,False,False,1.0,-0.005843828901188057,600.0,0.02622701146131071,488,1595,0.5,hg38_vs_bosTau9
23,18,True,True,0.0,0.10808858179458354,0.0,0.02977277003629976,128,1485,0.05263157894736842,hg38_vs_bosTau9
10,5,True,True,0.0,0.03903468507932817,0.0,0.025368776427381678,288,1515,0.16666666666666666,hg38_vs_bosTau9
10,6,False,True,0.0,0.1319568278088136,112.0,0.08529629742333489,488,2535,0.14285714285714285,hg38_vs_bosTau9
47,42,False,True,0.0,0.07187845592853492,24.0,0.061529987689616907,128,3042,0.023255813953488372,hg38_vs_bosTau9
30,25,True,True,0.0,0.06015656869595633,0.0,0.016405251609053175,488,7489,0.038461538461538464,hg38_vs_bosTau9
7,2,False,True,0.0,0.060485761013373454,152.0,0.02953616462365745,368,1319,0.3333333333333333,hg38_vs_bosTau9
13,8,False,True,0.0,0.058227378775151536,180.0,0.008153167509468928,488,3408,0.1111111111111111,hg38_vs_bosTau9
10,5,False,False,0.4,-0.028528716646556297,766.0,0.05068783549149918,368,1874,0.16666666666666666,hg38_vs_bosTau9
32,27,True,True,0.0,0.03707395835710213,0.0,0.03968216617619191,168,2752,0.03571428571428571,hg38_vs_bosTau9
