ncand,n_far,is_top1,beats_far,pct_far,margin_far,displacement,d_assigned,L,locus_len,chance,pair
10,5,False,True,0.0,0.009454430916996756,66.0,0.039613470791661,408,2086,0.16666666666666666,hg38_vs_bosTau9
32,27,False,True,0.0,0.035222020420968475,128.0,0.018613897972464443,608,9729,0.03571428571428571,hg38_vs_bosTau9
11,6,False,False,0.16666666666666666,-0.011531291593799495,237.0,0.07606329046032378,288,1715,0.14285714285714285,hg38_vs_bosTau9
8,3,False,True,0.0,0.0804301885653623,133.0,0.027171252554502777,288,1253,0.25,hg38_vs_bosTau9
10,5,False,False,0.2,-0.003815742086427036,248.0,0.03767209995667572,288,1496,0.16666666666666666,hg38_vs_bosTau9
8,3,False,True,0.0,0.06404219817389119,85.0,0.02955422646640409,368,1595,0.25,hg38_vs_bosTau9
7,2,False,True,0.0,0.08785629354532828,231.0,0.01444461923579263,568,2091,0.3333333333333333,hg38_vs_bosTau9
7,2,False,True,0.0,0.06924852293070105,151.0,0.07397227190267763,288,1023,0.3333333333333333,hg38_vs_bosTau9
7,2,True,True,0.0,0.037093846348827564,0.0,0.02500262619246536,368,1438,0.3333333333333333,hg38_vs_bosTau9
9,5,False,False,0.2,-0.011547644182008952,904.0,0.047735587922011255,768,3546,0.16666666666666666,hg38_vs_bosTau9
10,5,False,True,0.0,0.015810840907941257,16.0,0.016055608417143992,328,1802,0.16666666666666666,hg38_vs_bosTau9
23,18,False,False,0.16666666666666666,-0.005743030520225026,712.0,0.04520417309583929,328,3788,0.05263157894736842,hg38_vs_bosTau9
17,12,True,True,0.0,0.05132268851491238,0.0,0.03289690121305834,248,2205,0.07692307692307693,hg38_vs_bosTau9
9,4,True,True,0.0,0.05688235173992499,0.0,0.01606285655187146,328,1483,0.2,hg38_vs_bosTau9
5,1,False,True,0.0,0.09896865519817133,261.0,0.051655016071588074,648,1669,0.5,hg38_vs_bosTau9
10,5,False,True,0.0,0.044763383987059535,56.0,0.015817859556968673,328,1680,0.16666666666666666,hg38_vs_bosTau9
8,3,False,True,0.0,0.06317997855868239,128.0,0.024972295260249258,288,1276,0.25,hg38_vs_bosTau9
27,22,False,True,0.0,0.04192665504780225,36.0,0.016685330467848716,248,3447,0.043478260869565216,hg38_vs_bosTau9
27,22,False,True,0.0,0.011150117801480848,80.0,0.04320577785310922,688,9536,0.043478260869565216,hg38_vs_bosTau9
11,6,False,True,0.0,0.10360979568933276,8.0,0.03206884252297784,288,1643,0.14285714285714285,hg38_vs_bosTau9
20,15,True,True,0.0,0.12666640841179833,0.0,0.07112416114161747,288,2953,0.0625,hg38_vs_bosTau9
12,7,False,False,0.5714285714285714,-0.012073017624951408,920.0,0.07110079923257796,368,2491,0.125,hg38_vs_bosTau9
25,20,False,False,0.55,-0.030588572371301234,1234.0,0.07339928511136702,368,4678,0.047619047619047616,hg38_vs_bosTau9
41,36,False,False,0.16666666666666666,-0.00855948909656146,2992.0,0.02817098621758727,408,8408,0.02702702702702703,hg38_vs_bosTau9
16,11,False,False,0.5454545454545454,-0.018368169891586947,720.0,0.0677828902980863,168,1390,0.08333333333333333,hg38_vs_bosTau9
12,7,False,False,0.7142857142857143,-0.02194370122574863,312.0,0.08395722325205321,848,5300,0.125,hg38_vs_bosTau9
10,5,False,True,0.0,0.01700645443088543,85.0,0.05333591161581751,288,1523,0.16666666666666666,hg38_vs_bosTau9
9,4,True,True,0.0,0.09413001137109145,0.0,0.037526448192722606,328,1493,0.2,hg38_vs_bosTau9
25,20,False,False,0.05,-0.0026284157412326814,1972.0,0.10106324035503328,288,3700,0.047619047619047616,hg38_vs_bosTau9
16,11,False,True,0.0,0.0754852079985816,18.0,0.026534600402998713,248,2042,0.08333333333333333,hg38_vs_bosTau9
39,34,False,True,0.0,0.03992530943027446,32.0,0.02987471792360344,128,2531,0.02857142857142857,hg38_vs_bosTau9
22,17,False,True,0.0,0.004344363344327969,284.0,0.021429694258842454,328,3627,0.05555555555555555,hg38_vs_bosTau9
16,11,True,True,0.0,0.14001032657101792,0.0,0.013882897264224585,168,1344,0.08333333333333333,hg38_vs_bosTau9
7,2,False,True,0.0,0.07331365956929667,122.0,0.04791504054746921,368,1362,0.3333333333333333,hg38_vs_bosTau9
16,11,False,False,0.2727272727272727,-0.007088967479761343,264.0,0.04163375759029204,208,1671,0.08333333333333333,hg38_vs_bosTau9
26,21,False,False,0.6190476190476191,-0.07050273165809325,734.0,0.14700604116361018,128,1666,0.045454545454545456,hg38_vs_bosTau9
14,9,False,False,0.1111111111111111,-0.014037899407764964,238.0,0.03314075590471869,288,2030,0.1,hg38_vs_bosTau9
8,3,False,True,0.0,0.07670061657435596,216.0,0.02590465408724302,328,1458,0.25,hg38_vs_bosTau9
18,13,False,False,0.07692307692307693,-0.004316278141917915,152.0,0.08370048553566561,288,2689,0.07142857142857142,hg38_vs_bosTau9
10,6,True,True,0.0,0.010544742654993618,0.0,0.010140327996975732,1048,5640,0.14285714285714285,hg38_vs_bosTau9
7,2,False,False,0.5,-0.05135736092466414,216.0,0.21135499615248662,328,1192,0.3333333333333333,hg38_vs_bosTau9
6,2,False,True,0.0,0.011090678340415175,323.0,0.027937434279174764,688,2123,0.3333333333333333,hg38_vs_bosTau9
35,30,False,False,0.06666666666666667,-0.01565050487707193,54.0,0.07555199408141845,168,3006,0.03225806451612903,hg38_vs_bosTau9
6,1,True,True,0.0,0.02917243492178856,0.0,0.05984345675822478,528,1687,0.5,hg38_vs_bosTau9
12,7,False,False,0.8571428571428571,-0.08719706656583248,214.0,0.13999302319368523,248,1522,0.125,hg38_vs_bosTau9
23,18,False,False,0.6666666666666666,-0.046982626246521525,389.0,0.07130549264507251,248,2857,0.05263157894736842,hg38_vs_bosTau9
20,15,False,False,0.06666666666666667,-0.0026959736902617062,3840.0,0.047051484094561245,648,6556,0.0625,hg38_vs_bosTau9
8,3,False,True,0.0,0.006892637652880007,167.0,0.09839174568974449,328,1417,0.25,hg38_vs_bosTau9
13,8,False,True,0.0,0.04629447370580789,56.0,0.02416945697044284,208,1422,0.1111111111111111,hg38_vs_bosTau9
51,46,False,False,0.021739130434782608,-0.00013435891868657235,72.0,0.054189767090091746,328,8402,0.02127659574468085,hg38_vs_bosTau9
17,12,False,True,0.0,0.0008829557374120528,120.0,0.052986930112114285,248,2212,0.07692307692307693,hg38_vs_bosTau9
9,4,True,True,0.0,0.010121566536337237,0.0,0.03160771056801671,408,1913,0.2,hg38_vs_bosTau9
101,97,False,False,0.21649484536082475,-0.06212409328505611,3702.0,0.14016990854727998,168,10778,0.01020408163265306,hg38_vs_bosTau9
6,1,False,True,0.0,0.0670576517294943,8.0,0.018598091460623953,488,1502,0.5,hg38_vs_bosTau9
13,8,False,True,0.0,0.03117197556944156,112.0,0.013317362124146316,1248,8675,0.1111111111111111,hg38_vs_bosTau9
87,82,False,True,0.0,0.02962678466542558,92.0,0.06575830243372527,128,5620,0.012048192771084338,hg38_vs_bosTau9
23,18,False,False,0.3888888888888889,-0.003238282740397537,2536.0,0.056397451814341096,768,9214,0.05263157894736842,hg38_vs_bosTau9
8,4,False,False,0.25,-0.0260672251486032,448.0,0.05229488698857093,368,1549,0.2,hg38_vs_bosTau9
5,1,True,True,0.0,0.4535962376569958,0.0,0.052981549611214006,328,903,0.5,hg38_vs_bosTau9
10,5,True,True,0.0,0.10953140938546357,0.0,0.02167644774007424,208,1082,0.16666666666666666,hg38_vs_bosTau9
10,5,False,True,0.0,0.024447424165244775,144.0,0.027931727764544025,248,1295,0.16666666666666666,hg38_vs_bosTau9
